"pip.1"	"pip.2"	"pip.3"	"pip.4"
"5929"	0.29	0.1075	0.055	0.14
"5930"	0.775	0.2	0.9975	0.9175
"5931"	0.5825	0	0.3375	0.5425
"5932"	0.5925	1	0.1275	0.6725
"5933"	0.5275	0.2075	0	0.625
"5934"	0.42	0.365	1	0.1025
"5935"	0.4475	0.285	0.045	0.32
"5936"	0.3325	0.26	0.26	0.1225
"5937"	0.23	0.505	0.1275	0.2475
"5938"	0.2425	0.275	0.3925	0.09
"5939"	0.215	0.175	0.29	0.2225
"5940"	0.4075	0.02	0.175	0.255
"5941"	0.37	0.0075	0	0.3525
"5942"	0.2925	0.555	0	0.12
"5943"	0.335	0.475	0.1575	0.1875
"5944"	0.255	0.35	0.2475	0.3675
"5945"	0.335	0.9975	0.3	0.2825
"5946"	0.7075	0.2475	1	0.615
"5947"	0.775	0.8775	0.315	0.895
"5948"	0.8875	0.2725	0.56	0.84
"5949"	0.78	0.115	0.7125	0.635
"5950"	0.245	0	0.0325	0.095
"5951"	0.3625	0.25	0.1475	0.38
"5952"	0.31	0	0	0.42
"5953"	0.36	0.04	0.24	0.2725
"5954"	0.2675	0.2475	0.2475	0.09
"5955"	0.305	0.165	0	0.485
"5956"	0.8075	0.7275	0	0.905
"5957"	0.6225	0.2775	0	0.8475
"5958"	0.4125	0.0775	0.045	0.2725
"5959"	0.6725	0.1375	0.2225	0.52
"5960"	0.3175	0.225	1	0.14
"5961"	0.245	0.6925	0.2575	0.1025
"5962"	0.22	0.5475	0.7875	0.2625
"5963"	0.3325	0.3175	0.265	0.29
"5964"	0.2325	0	0.1375	0.0125
"5965"	0.675	0.3925	0.07	0.6675
"5966"	0.94	0.5275	0.365	0.925
"5967"	0.355	0.3675	0.265	0.1575
"5968"	0.345	0.455	0	0.1425
"5969"	0.6075	0.15	0.7275	0.505
"5970"	0.45	1	0.25	0.1525
"5971"	0.5475	0.2975	0.405	0.2475
"5972"	0.8275	1	1	0.91
"5973"	0.38	0.3025	0.74	0.2525
"5974"	0.405	1	0.2	0.0875
"5975"	0.55	0	0.38	0.3725
"5976"	0.325	0.37	0.2425	0.2325
"5977"	0.66	0.265	1	0.7825
"5978"	0.67	0.355	0.275	0.71
"5979"	0.4425	0.225	0.175	0.2925
"5980"	0.45	0.2225	0.1925	0.3775
"5981"	0.29	0.355	0	0.1475
"5982"	0.3275	0.07	0.595	0.105
"5983"	0.2675	0.2625	0.1775	0.145
"5984"	0.425	0.22	0.63	0.1075
"5985"	0.4575	0	0.19	0.435
"5986"	0.1475	0	0.1825	0.205
"5987"	0.515	0.6975	0.5775	0.2075
"5988"	0.645	0.5525	0.5	0.67
"5989"	0.2825	0	0.2	0.1225
"5990"	0.6625	0.2575	0.4725	0.7225
"5991"	0.77	0.2325	0	0.985
"5992"	0.75	0.315	0.6375	0.9025
"5993"	0.505	0.255	1	0.23
"5994"	0.2825	0.48	0	0.37
"5995"	0.39	0.1725	1	0.175
"5996"	0.675	0.1875	0.815	0.59
"5997"	0.8175	0.5875	1	0.9875
"5998"	0.2425	0	0	0.055
"5999"	0.1	0	0.3	0.1875
"6000"	0.6225	0.4075	0.69	0.66
"6001"	0.7275	0.5025	0.265	0.915
"6002"	0.3175	0.2125	0.3225	0.21
"6003"	0.6325	0.3175	0.4175	0.76
"6004"	0.3525	0.7475	0.2775	0.195
"6005"	0.4875	1	0.4675	0.4825
"6006"	0.475	1	0.5725	0.135
"6007"	0.5575	0.185	0.1425	0.355
"6008"	0.575	0.205	0.5725	0.5325
"6009"	0.395	0	0.115	0.1475
"6010"	0.48	0.255	0.2875	0.45
"6011"	0.36	0.2825	0.6225	0.0475
"6012"	0.4325	0.2725	0.0225	0.215
"6013"	0.755	0.29	0.38	0.9375
"6014"	0.76	0.58	0.2025	0.9075
"6015"	0.33	0.2125	0.035	0.12
"6016"	0.3725	0.2875	0.06	0.1925
"6017"	0.475	0.345	0.0125	0.2075
"6018"	0.3825	0.2525	0.21	0.0875
"6019"	0.3125	0.3	0.1325	0.105
"6020"	0.3425	0.075	0.2925	0.3425
"6021"	0.4575	0.2675	0.3675	0.33
"6022"	0.815	0.28	0.115	0.7625
"6023"	0.5725	0.2425	0.1525	0.4875
"6024"	0.785	0.445	0.5475	0.9925
"6025"	0.81	0.1675	0.645	0.95
"6026"	0.31	0.29	0.0525	0.22
"6027"	0.91	0.1325	1	0.87
"6028"	0.33	0	1	0.0825
"6029"	0.4125	0.2875	0.2675	0.3225
"6030"	0.305	0.565	0.255	0.12
"6031"	0.12	0.625	0.4075	0.0875
"6032"	0.165	0.84	0.6025	0.155
"6033"	0.2725	0.0025	0	0.0525
"6034"	0.285	0.265	0.365	0.075
"6035"	0.2475	0.24	0.17	0.14
"6036"	0.8475	1	0.4	0.8225
"6037"	0.4425	0.17	0.4175	0.31
"6038"	0.7925	0.3475	0.1325	0.985
"6039"	0.2975	0.1975	0.3375	0.1025
"6040"	0.4925	0	0.3175	0.4675
"6041"	0.1525	0	0.035	0.2
"6042"	0.5075	1	0	0.3325
"6043"	0.5925	0.345	0.22	0.7175
"6044"	0.685	1	0.8975	0.8675
"6045"	0.085	0.0375	0	0.135
"6046"	0.825	0.2075	0.4575	0.985
"6047"	0.1075	0.085	0	0.0975
"6048"	0.1125	0.13	0.0425	0.0975
"6049"	0.185	0.215	0.01	0.0725
"6050"	0.3525	0.2625	0.265	0.185
"6051"	0.575	0	0.0025	0.475
"6052"	0.415	1	0.42	0.405
"6053"	0.35	0.305	0.1525	0.1625
"6054"	0.6625	0.2975	0.1375	0.8975
"6055"	0.1175	0.5675	0	0.155
"6056"	0.3025	0	0.19	0.15
"6057"	0.5525	0.2675	0.1275	0.625
"6058"	0.525	0.0475	0	0.7825
"6059"	0.3725	1	0.3025	0.54
"6060"	0.8125	1	0.48	0.9575
"6061"	0.4575	0.5025	0.2925	0.155
"6062"	0.36	0.265	0.205	0.3325
"6063"	0.6425	0.28	0.255	0.725
"6064"	0.0875	0.0275	0	0.1025
"6065"	0.8375	0.215	1	0.9425
"6066"	0.3725	0.255	0.255	0.2325
"6067"	0.25	0	0.13	0.055
"6068"	0.21	0.235	0.2575	0.06
"6069"	0.2	0.19	0.02	0.1975
"6070"	0.495	0.0775	0.0575	0.385
"6071"	0.1375	0	0.1325	0.03
"6072"	0.1	0.0025	0	0.085
"6073"	0.2	0.1625	0	0.08
"6074"	0.3925	0	0.1375	0.165
"6075"	0.3825	0.145	0.11	0.105
"6076"	0.4475	0.0625	0.15	0.1175
"6077"	0.325	0.125	0.3925	0.15
"6078"	0.3175	0.12	0.1975	0.0825
"6079"	0.4575	0.315	0.1775	0.1125
"6080"	0.4625	0	0.9925	0.1175
"6081"	0.2675	0.1775	0.1925	0.2825
"6082"	0.4725	0.94	0.03	0.325
"6083"	0.4575	0.22	0.8625	0.215
"6084"	0.6975	0.2175	0.2875	0.825
"6085"	0.3875	0.205	0.0275	0.11
"6086"	0.285	0.06	0.2225	0.08
"6087"	0.715	0	0.6625	0.5175
"6088"	0.385	0.225	0.3475	0.5675
"6089"	0.7975	0.3525	0.015	0.8875
"6090"	0.49	0	0.1775	0.45
"6091"	0.19	0.1275	0.2375	0.2275
"6092"	0.325	0.25	0	0.1275
"6093"	0.335	0.1425	0.2575	0.2875
"6094"	0.6025	0.0375	0.79	0.6475
"6095"	0.6975	0.1675	0.335	0.6325
"6096"	0.315	0.3625	0	0.14
"6097"	0.2575	0.255	0.3175	0.105
"6098"	0.7175	0.53	0.255	0.585
"6099"	0.395	0.255	0.2075	0.325
"6100"	0.8375	0.7675	0.3825	0.9325
"6101"	0.7125	0.4425	0.265	0.79
"6102"	0.265	0.235	0.85	0.0725
"6103"	0.4375	0.0025	0.31	0.555
"6104"	0.2825	0.2275	0.3825	0.41
"6105"	0.5575	0.5825	0	0.8325
"6106"	0.5675	0	0	0.9125
"6107"	0.28	0.3275	0.1625	0.11
"6108"	0.3425	0.0975	0.355	0.2
"6109"	0.3975	0.1775	0.3525	0.395
"6110"	0.4425	0.22	0.4425	0.1275
"6111"	0.2725	0.2375	0.755	0.0725
"6112"	0.5	0.205	0.3275	0.42
"6113"	0.6825	0.69	0.1275	0.775
"6114"	0.365	0.4275	0.1925	0.335
"6115"	0.22	0.1975	0.065	0.0975
"6116"	0.525	0.2775	0	0.405
"6117"	0.515	1	0	0.275
"6118"	0.74	0.3425	1	0.6075
"6119"	0.3725	0.3125	0.125	0.21
"6120"	0.4025	0.265	1	0.3825
"6121"	0.4175	0.41	0	0.07
"6122"	0.7425	0.375	0.25	0.85
"6123"	0.2575	0.4525	0.2975	0.0525
"6124"	0.6725	1	0	0.4175
"6125"	0.1025	0	0	0.075
"6126"	0.2075	0.7625	0	0.085
"6127"	0.5275	0.4175	0.7775	0.3225
"6128"	0.1775	0.125	0.26	0.1625
"6129"	0.3625	0	0.0025	0.1475
"6130"	0.365	0.195	0.1575	0.11
"6131"	0.77	1	0.2825	0.9125
"6132"	0.3775	0.2525	0.805	0.2675
"6133"	0.285	0.2425	0.065	0.1
"6134"	0.425	0.195	0.86	0.3475
"6135"	0.715	0.345	1	0.9275
"6136"	0.3925	0.135	0.235	0.3425
"6137"	0.78	0.845	0.665	0.995
"6138"	0.6	0.1425	0.2025	0.4475
"6139"	0.315	0.255	0.1875	0.1025
"6140"	0.3075	0.4325	0.3175	0.415
"6141"	0.855	0.2475	0.0725	0.78
"6142"	0.7925	0.3	0.5725	0.9575
"6143"	0.6825	0.5075	0.4325	0.9725
"6144"	0.23	0.0925	0.255	0.0425
"6145"	0.3925	0.1375	0.0675	0.16
"6146"	0.7975	0.43	0.165	0.7275
"6147"	0.7125	0.515	0.2575	0.89
"6148"	0.5075	0.0375	0.11	0.56
"6149"	0.81	0.925	0.305	0.945
"6150"	0.2575	0.2125	0.285	0.135
"6151"	0.245	0.2	0.2525	0.0175
"6152"	0.5325	0.1975	1	0.1825
"6153"	0.6	0.0575	0	0.68
"6154"	0.0725	0.21	0	0.05
"6155"	0.4125	0.395	0.3475	0.265
"6156"	0.9225	0.7075	0.52	0.975
"6157"	0.695	0.19	0	0.8125
"6158"	0.3275	0.4925	0.065	0.3275
"6159"	0.565	0.9775	1	0.66
"6160"	0.25	0.1825	0.58	0.1275
"6161"	0.5925	0.9875	0.6225	0.6525
"6162"	0.6575	0.0425	0.025	0.765
"6163"	0.4475	0.2475	0	0.34
"6164"	0.8525	0.3175	0.22	0.9475
"6165"	0.365	0.31	0.2325	0.1575
"6166"	0.5275	1	0.1525	0.3
"6167"	0.0525	0.7375	0.0025	0.0525
"6168"	0.1725	0.385	0.305	0.1025
"6169"	0.255	0.975	0.19	0.1025
"6170"	0.3375	0.245	0.91	0.3825
"6171"	0.3475	0.3075	0.47	0.2175
"6172"	0.1275	0.005	0.31	0.2025
"6173"	0.7525	0.1475	0.31	0.9325
"6174"	0.43	0.64	0.335	0.5925
"6175"	0.5625	0.065	0.375	0.56
"6176"	0.35	0.2475	0.29	0.2375
"6177"	0.245	0	0.3325	0.3825
"6178"	0.27	0.24	0.015	0.185
"6179"	0.385	0.2925	0.4275	0.395
"6180"	0.2775	0.26	0.0475	0.1825
"6181"	0.9425	0.885	0.2975	0.91
"6182"	0.31	0.1925	0.2375	0.2
"6183"	0.7125	0.27	1	0.9825
"6184"	0.6625	0.475	0	0.98
"6185"	0.1025	0.145	0	0.09
"6186"	0.375	0.2525	0.1	0.285
"6187"	0.2875	0.2025	0.285	0.1725
"6188"	0.2725	0	1	0.16
"6189"	0.285	0.4475	0.28	0.125
"6190"	0.1425	0.21	0	0.1975
"6191"	0.66	0.35	1	0.7525
"6192"	0.505	0.1575	1	0.16
"6193"	0.3025	0.32	0.6675	0.17
"6194"	0.2975	0.13	1	0.1275
"6195"	0.5875	0	1	0.4775
"6196"	0.375	0.075	0.245	0.1575
"6197"	0.4825	0.37	0.2325	0.805
"6198"	0.565	0.0325	0.5125	0.6025
"6199"	0.605	0.24	0.6225	0.6725
"6200"	0.7825	0.1225	0.4575	0.975
"6201"	0.49	0.2425	0.3075	0.43
"6202"	0.1775	0	0.3825	0.1675
"6203"	0.6675	0	0.46	0.8325
"6204"	0.475	0.0975	0	0.175
"6205"	0.2425	0.0025	0.205	0.085
"6206"	0.2325	0.1925	0.23	0.08
"6207"	0.325	0.3975	0.08	0.1425
"6208"	0.285	0.7275	0.0625	0.1125
"6209"	0.4925	0.585	0.305	0.4425
"6210"	0.335	0.2	0.285	0.3525
"6211"	0.455	0.11	0.7625	0.1025
"6212"	0.8225	1	0.3475	0.8325
"6213"	0.4525	0.2375	0	0.1625
"6214"	0.5175	0.0625	0.49	0.28
"6215"	0.505	0.2775	0.285	0.4675
"6216"	0.215	0.4125	0.155	0.1125
"6217"	0.4675	0.225	0.3025	0.2075
"6218"	0.7575	0.4075	0.335	0.7425
"6219"	0.385	0.5325	0	0.26
"6220"	0.74	0.4	0.495	0.93
"6221"	0.29	0.0425	0.175	0.0825
"6222"	0.7325	0.315	0.6375	0.9125
"6223"	0.5825	0.0275	0.6325	0.325
"6224"	0.235	0.2325	0	0.18
"6225"	0.535	0.235	1	0.605
"6226"	0.525	0.4925	0.25	0.6225
"6227"	0.77	0.37	0.3725	0.8425
"6228"	0.4175	0.7575	0.8775	0.3075
"6229"	0.3825	0.2925	0.4775	0.5475
"6230"	0.2525	0.0375	0.035	0.215
"6231"	0.2525	0.41	0.2025	0.1375
"6232"	0.235	0.2175	0.235	0.2325
"6233"	0.6225	0	0.53	0.705
"6234"	0.65	0.52	0.08	0.5525
"6235"	0.0825	0.3575	0.3325	0.11
"6236"	0.1475	0.205	0.01	0.13
"6237"	0.33	0.3175	0.875	0.1775
"6238"	0.26	0.01	0.205	0.1175
"6239"	0.29	1	0.29	0.1925
"6240"	0.2575	0.345	0.1125	0.2525
"6241"	0.2375	0.225	0.185	0.0825
"6242"	0.3025	0.5675	0.365	0.1675
"6243"	0.4425	0.2175	0	0.365
"6244"	0.385	0.295	0.4725	0.1525
"6245"	0.4	0.1075	0.185	0.1775
"6246"	0.8075	0.5375	0	0.8
"6247"	0.2625	0.2725	0	0.045
"6248"	0.2975	0.1475	0.0175	0.1625
"6249"	0.585	0.33	0.0475	0.665
"6250"	0.255	0.1125	0	0.1825
"6251"	0.3725	0.1225	0.0475	0.525
"6252"	0.18	0.44	0.0825	0.1225
"6253"	0.3475	0.37	0	0.105
"6254"	0.62	0.3175	0.0675	0.6225
"6255"	0.95	1	1	0.97
"6256"	0.425	0.265	0.3975	0.25
"6257"	0.265	0.305	0	0.1725
"6258"	0.5075	0.2225	0.1225	0.315
"6259"	0.3625	0.3225	0.2625	0.2575
"6260"	0.6475	0.9975	0.79	0.6925
"6261"	0.7575	1	0	0.665
"6262"	0.3975	0	0.1475	0.28
"6263"	0.54	0.3175	0.2875	0.445
"6264"	0.6825	0.3675	0.2475	0.9725
"6265"	0.7125	0.04	0	0.7375
"6266"	0.295	1	0.2625	0.2275
"6267"	0.7	0.48	0	0.9925
"6268"	0.4125	0.36	0.1075	0.25
"6269"	0.54	0.23	0	0.57
"6270"	0.83	0.595	1	0.995
"6271"	0.805	0.3025	0.5075	0.945
"6272"	0.2875	0.0375	0.1675	0.095
"6273"	0.345	0.0525	0.985	0.17
"6274"	0.3475	0.2275	0.0025	0.305
"6275"	0.4325	0.055	0.305	0.3425
"6276"	0.53	0	1	0.5475
"6277"	0.3125	0.265	0.405	0.075
"6278"	0.505	0.655	0	0.3125
"6279"	0.5375	0.5475	0.54	0.5875
"6280"	0.655	0.28	0.38	0.78
"6281"	0.23	1	0.5475	0.155
"6282"	0.835	0.42	0	0.9025
"6283"	0.7375	0.8925	0.325	0.97
"6284"	0.5775	0.3975	0.285	0.9025
"6285"	0.75	0.1225	0.1275	0.66
"6286"	0.2075	0.5875	0.2375	0.1325
"6287"	0.4275	0.3525	0.325	0.3175
"6288"	0.27	0.29	0.5425	0.325
"6289"	0.4075	0.125	0.915	0.2975
"6290"	0.6425	0.29	0	0.47
"6291"	0.845	0.7075	0.3575	0.9875
"6292"	0.65	0	0.0125	0.865
"6293"	0.6225	0.28	0.01	0.665
"6294"	0.845	0.2575	0.9525	0.9175
"6295"	0.47	0.295	0.28	0.4
"6296"	0.7675	0.0625	1	0.96
"6297"	0.245	0.65	0.01	0.0875
"6298"	0.295	0	0.6025	0.07
"6299"	0.65	0.06	0.75	0.6275
"6300"	0.5	0.095	0.1175	0.2175
"6301"	0.43	0.2675	0.3625	0.395
"6302"	0.24	0.2075	0.67	0.0525
"6303"	0.1575	0	0	0.04
"6304"	0.215	0.0125	0.19	0.025
"6305"	0.825	0	1	0.945
"6306"	0.29	0.175	0.07	0.1475
"6307"	0.6625	0.24	1	0.5525
"6308"	0.49	0.2175	0.3225	0.495
"6309"	0.485	1	0.3025	0.5775
"6310"	0.53	0.17	0	0.4225
"6311"	0.24	0	0	0.07
"6312"	0.56	0	0.415	0.8375
"6313"	0.7625	0.3725	0.175	0.9075
"6314"	0.4375	0.1575	0.1925	0.285
"6315"	0.605	0.335	0.1925	0.72
"6316"	0.7775	0.3625	0.37	0.9675
"6317"	0.415	0	0.17	0.5175
"6318"	0.7575	0.165	0.6075	0.6275
"6319"	0.1925	0.005	0	0.0825
"6320"	0.49	0.6275	0.085	0.405
"6321"	0.6625	1	0.4075	0.7325
"6322"	0.135	0.72	0.01	0.175
"6323"	0.2825	1	0.5075	0.1725
"6324"	0.51	0.0575	0.8525	0.44
"6325"	0.695	0.18	0.3475	0.8075
"6326"	0.42	0.2725	0.2675	0.3275
"6327"	0.9625	0.53	0.49	0.9325
"6328"	0.6675	0.3475	0.3625	0.8075
"6329"	0.2925	0.2125	0.1925	0.1625
"6330"	0.3425	0.2575	0.4675	0.2625
"6331"	0.4525	0.995	0.17	0.3175
"6332"	0.475	0.375	0	0.655
"6333"	0.285	0.225	0.195	0.09
"6334"	0.9575	0.3575	1	0.9125
"6335"	0.265	0	0.2025	0.125
"6336"	0.6775	0.2125	0.9275	0.86
"6337"	0.4975	0	0.155	0.535
"6338"	0.8125	0.3475	0.38	0.99
"6339"	0.435	0.1225	0.295	0.4
"6340"	0.1425	0.105	1	0.07
"6341"	0.26	0.215	0	0.1275
"6342"	0.4625	0.94	0.1775	0.245
"6343"	0.68	0.2825	0.955	0.4225
"6344"	0.4325	0	0.2975	0.45
"6345"	0.3625	0.155	0.2575	0.2975
"6346"	0.2775	0.04	0.16	0.1225
"6347"	0.17	0.02	0.2475	0.04
"6348"	0.3075	0.28	0.5	0.11
"6349"	0.395	0.205	0.0375	0.0675
"6350"	0.57	0.9625	0.0725	0.35
"6351"	0.6875	0.14	0.31	0.4675
"6352"	0.3725	0.235	0.2675	0.2075
"6353"	0.39	0.14	0.69	0.1525
"6354"	0.475	0.29	0	0.1825
"6355"	0.31	0.2075	0.1175	0.0625
"6356"	0.6875	0.3475	0.435	0.87
"6357"	0.2925	0.155	0.4675	0.0475
"6358"	0.4375	0.315	0.58	0.57
"6359"	0.7675	0.295	0.3475	0.6225
"6360"	0.58	0.01	0.925	0.8825
"6361"	0.62	0.145	0.1075	0.555
"6362"	0.68	0.305	0.7775	0.7975
"6363"	0.2425	0.305	0.195	0.085
"6364"	0.2475	0.1	0	0.07
"6365"	0.39	1	0.5975	0.1675
"6366"	0.6325	0	0.4375	0.935
"6367"	0.9675	0.5	0.1825	0.9575
"6368"	0.1575	0.075	0	0.0675
"6369"	0.6875	0.3	0.73	0.7525
"6370"	0.19	0.1	0.2125	0.04
"6371"	0.4225	0.08	0.23	0.125
"6372"	0.195	0.105	0	0.1225
"6373"	0.3575	0.22	0.6275	0.105
"6374"	0.64	0.19	0	0.9575
"6375"	0.345	0	0.18	0.1125
"6376"	0.41	0.0175	0.1325	0.3075
"6377"	0.3025	0.0575	0	0.115
"6378"	0.5875	0.2975	0.2275	0.5675
"6379"	0.43	1	0.2175	0.1375
"6380"	0.6575	0.965	1	0.4725
"6381"	0.6775	0.0775	0	0.78
"6382"	0.615	0.0925	0.18	0.3825
"6383"	0.4025	1	1	0.235
"6384"	0.8125	0.37	0.445	0.7525
"6385"	0.4675	1	0.5275	0.195
"6386"	0.2325	0.33	0.1	0.0875
"6387"	0.645	0.2275	0.1325	0.7625
"6388"	0.685	0.04	0.305	0.845
"6389"	0.3675	0.1675	0	0.275
"6390"	0.1925	0.0625	0.165	0.0575
"6391"	0.335	0.2875	0.1775	0.1875
"6392"	0.545	0.0775	0	0.87
"6393"	0.7025	0.345	0.9275	0.96
"6394"	0.63	0.0625	0	0.9375
"6395"	0.4725	0.2075	0.4025	0.3775
"6396"	0.5425	0.25	0.2475	0.3725
"6397"	0.4675	1	0.3575	0.625
"6398"	0.36	0.005	0.22	0.145
"6399"	0.8525	0.31	0.605	0.7975
"6400"	0.7375	1	1	0.905
"6401"	0.68	0.3025	0	0.45
"6402"	0.3825	0.265	0.1225	0.245
"6403"	0.24	0	0.2075	0.0825
"6404"	0.555	1	0.3875	0.41
"6405"	0.8175	1	0.9025	0.7
"6406"	0.44	0	0.2875	0.4
"6407"	0.7925	0.4725	0	0.9425
"6408"	0.6525	0.3525	0.4125	0.9825
"6409"	0.2725	0.2525	0.4725	0.14
"6410"	0.535	0.6875	0.835	0.455
"6411"	0.6675	0.4175	0.56	0.995
"6412"	0.5825	0	0.3325	0.9075
"6413"	0.175	0.22	0.385	0.1
"6414"	0.345	0.345	0.08	0.195
"6415"	0.5475	0.095	0.4175	0.6175
"6416"	0.4625	0.3	0.4525	0.38
"6417"	0.7775	0.8025	1	0.6925
"6418"	0.335	0.3325	0.0675	0.175
"6419"	0.635	0.0475	1	0.9275
"6420"	0.6225	0.5025	0.375	0.8675
"6421"	0.44	0.4675	0.365	0.375
"6422"	0.38	0.39	0.07	0.35
"6423"	0.2825	0.18	0	0.09
"6424"	0.24	0.1725	0.1575	0.0775
"6425"	0.73	0.51	0.395	0.8125
"6426"	0.2575	0.1475	0.7275	0.06
"6427"	0.3175	0.185	0.1925	0.22
"6428"	0.295	0.0975	0.045	0.07
"6429"	0.2275	0.3	0	0.335
"6430"	0.5825	0.3225	0.31	0.5325
"6431"	0.295	0.1975	0.155	0.095
"6432"	0.5725	0.99	0	0.3225
"6433"	0.335	0.2	0.1975	0.2075
"6434"	0.5025	0.15	0.89	0.745
"6435"	0.3375	0.2825	0	0.1825
"6436"	0.3	0	0.265	0.28
"6437"	0.325	0.3375	0.2075	0.24
"6438"	0.3025	0.135	0.1425	0.0675
"6439"	0.46	0.09	0.1075	0.1225
"6440"	0.3225	0.5725	0.5725	0.2625
"6441"	0.3875	0.38	0.035	0.23
"6442"	0.4	0.2975	0.1525	0.115
"6443"	0.2225	0	0.285	0.0575
"6444"	0.3875	0.505	0.105	0.22
"6445"	0.2025	0.1025	0.6075	0.1275
"6446"	0.3625	0.825	0.1025	0.1075
"6447"	0.825	0.3875	0.1225	0.965
"6448"	0.74	0.145	0.9675	0.995
"6449"	0.5825	0.295	0.3975	0.6325
"6450"	0.475	0.36	0	0.6025
"6451"	0.745	0.2475	0.3425	0.8275
"6452"	0.65	0.4275	0.0525	0.7275
"6453"	0.7325	0.2425	0	0.755
"6454"	0.365	0.3825	0	0.095
"6455"	0.205	0	0.355	0.1775
"6456"	0.4525	0.2875	0	0.3475
"6457"	0.345	0.1875	0.1725	0.3125
"6458"	0.255	0.415	0	0.1175
"6459"	0.455	0.3475	0.5075	0.3125
"6460"	0.315	0	0.1725	0.1875
"6461"	0.2325	0.5425	0	0.1375
"6462"	0.5675	0.24	0.34	0.6575
"6463"	0.81	0.2875	0.3725	0.9225
"6464"	0.5125	0.4825	0	0.6975
"6465"	0.47	0.14	0.2325	0.405
"6466"	0.24	0.145	0.3075	0.0675
"6467"	0.38	0.2225	0.5375	0.0825
"6468"	0.29	0.91	0	0.4525
"6469"	0.17	0.5	0	0.2075
"6470"	0.365	0.2825	0.14	0.17
"6471"	0.2825	0.0225	0.1725	0.1675
"6472"	0.4825	0.0925	0.1875	0.4
"6473"	0.03	0	0.245	0.02
"6474"	0.27	0.1575	0	0.095
"6475"	0.1225	0.7125	0.0025	0.1475
"6476"	0.3375	1	0.465	0.25
"6477"	0.3075	0.43	0.095	0.1675
"6478"	0.2475	0	0	0.12
"6479"	0.27	0.135	0.1375	0.075
"6480"	0.53	0.2125	0.3325	0.58
"6481"	0.285	0.0725	0.1125	0.175
"6482"	0.1725	0.4325	0	0.1975
"6483"	0.3275	0.165	0.1725	0.1775
"6484"	0.395	0.0775	0.2125	0.4875
"6485"	0.1725	0.7875	0.22	0.0825
"6486"	0.56	0.47	0	0.79
"6487"	0.395	0.6125	0.235	0.395
"6488"	0.3325	0.035	0.005	0.2475
"6489"	0.7725	0	0.3925	0.93
"6490"	0.825	0.8175	0.0825	0.935
"6491"	0.785	0.3025	0.2575	0.9325
"6492"	0.86	0	0.355	0.7575
"6493"	0.3425	0.1825	0.11	0.26
"6494"	0.635	0.3075	0.3225	0.7675
"6495"	0.3975	0	0.3275	0.2725
"6496"	0.3075	0	0.285	0.22
"6497"	0.815	0.3675	0.3575	0.8925
"6498"	0.5925	1	0.41	0.7125
"6499"	0.3175	0.1675	0	0.3175
"6500"	0.46	0.235	0.955	0.1925
"6501"	0.64	0.705	0.2225	0.5175
"6502"	0.355	0.465	0	0.265
"6503"	0.79	0.3225	0.53	0.9125
"6504"	0.6775	0.3175	0.365	0.7625
"6505"	0.395	0.3525	0	0.605
"6506"	0.1375	0.0125	0.1675	0.14
"6507"	0.7425	0.4325	0.455	0.91
"6508"	0.32	0.17	0.1675	0.085
"6509"	0.4675	0.2825	0.525	0.15
"6510"	0.7875	0.3575	0.095	0.9675
"6511"	0.83	0.3475	0	0.97
"6512"	0.1025	0.185	0	0.105
"6513"	0.605	0.015	1	0.5375
"6514"	0.625	0	1	0.445
"6515"	0.3125	1	1	0.145
"6516"	0.6175	0	0.2975	0.74
"6517"	0.31	0.1525	0.59	0.13
"6518"	0.305	0.225	0.1675	0.0675
"6519"	0.68	0.3625	0.0275	0.7625
"6520"	0.1725	0.615	0.8125	0.1525
"6521"	0.6775	0.25	0.29	0.81
"6522"	0.3025	0.0025	0.0125	0.3525
"6523"	0.345	0.05	0.255	0.31
"6524"	0.4325	0.135	0.905	0.285
"6525"	0.4875	0	0	0.2025
"6526"	0.28	0.04	0.275	0.075
"6527"	0.11	0	0	0.11
"6528"	0.565	0.1775	0	0.2975
"6529"	0.3125	0	0.1975	0.1175
"6530"	0.755	1	1	0.6825
"6531"	0.4375	0.605	0.1775	0.5075
"6532"	0.3025	0.0975	0	0.055
"6533"	0.4125	0.2675	0.035	0.3075
"6534"	0.5325	0.1725	1	0.545
"6535"	0.5975	0.3025	0.255	0.405
"6536"	0.6675	1	0.5475	0.52
"6537"	0.2	0.5475	0.21	0.0225
"6538"	0.3575	0.8625	0	0.1175
"6539"	0.5875	0.255	0.35	0.7375
"6540"	0.7075	0.5425	0.4	0.75
"6541"	0.4475	0.2375	0.635	0.36
"6542"	0.3575	0.3575	0.1875	0.2075
"6543"	0.19	0.165	0.295	0.105
"6544"	0.4125	0.005	0.7775	0.33
"6545"	0.58	0	0.36	0.5375
"6546"	0.2025	0.4325	0.5125	0.0025
"6547"	0.6875	0	0.055	0.92
"6548"	0.5175	0	0.6075	0.2725
"6549"	0.385	0.82	0.185	0.2425
"6550"	0.0375	0.17	0.06	0.0275
"6551"	0.33	0.2575	0.2175	0.2025
"6552"	0.365	0.0275	0.2975	0.265
"6553"	0.6675	0.1575	0.03	0.7275
"6554"	0.3275	0.1825	0.345	0.32
"6555"	0.6875	0	1	0.84
"6556"	0.3725	0.24	0.2175	0.23
"6557"	0.3875	0.1025	0.335	0.29
"6558"	0.4625	0.255	1	0.39
"6559"	0.78	0.105	0	0.72
