"pip.1"	"pip.2"	"pip.3"	"pip.4"
"5294"	0.63	0	0.2425	0.9825
"5295"	0.315	0.305	0.315	0.195
"5296"	0.5075	0	0.785	0.685
"5297"	0.83	0.7175	0.8875	0.8
"5298"	0.85	0.405	0.26	0.7875
"5299"	0.7025	0.3775	0.665	0.975
"5300"	0.6325	0.265	0.2875	0.815
"5301"	0.5125	0.1475	0.1675	0.345
"5302"	0.765	0.36	1	0.9375
"5303"	0.1775	0.62	0	0.1025
"5304"	0.24	0.005	0	0.315
"5305"	0.155	0.1225	0.24	0.14
"5306"	0.275	0.2325	0.1	0.0625
"5307"	0.73	0.455	0	0.96
"5308"	0.75	0.62	0.1125	0.9025
"5309"	0.675	0	0.515	0.64
"5310"	0.295	0.215	0.1525	0.145
"5311"	0.5875	0.185	0.215	0.5525
"5312"	0.515	0.23	0.325	0.7425
"5313"	0.4725	0.17	0.2225	0.3275
"5314"	0.63	0.35	0.2475	0.79
"5315"	0.6075	0.5725	0.44	0.615
"5316"	0.7075	1	0.3375	0.87
"5317"	0.2625	0	0.0925	0.0575
"5318"	0.4725	0.25	0.2875	0.4075
"5319"	0.2925	0.1975	0.38	0.2675
"5320"	0.235	0.005	0.0075	0.1
"5321"	0.9725	0.36	0.34	0.9775
"5322"	0.39	0.395	0.0325	0.38
"5323"	0.045	0.2825	0	0.0825
"5324"	0.595	0.2125	0	0.56
"5325"	0.8275	0.6025	0.51	0.965
"5326"	0.5525	0.2825	0.22	0.505
"5327"	0.5475	0.0925	0.32	0.63
"5328"	0.7375	0.0775	1	0.85
"5329"	0.6875	0.555	0.2475	0.595
"5330"	0.3575	0.6375	0.48	0.3025
"5331"	0.455	0.02	0.075	0.4275
"5332"	0.3225	0.6275	0.4125	0.21
"5333"	0.32	0.275	0	0.255
"5334"	0.575	0.3375	0	0.66
"5335"	0.2475	0.1675	0.3675	0.075
"5336"	0.185	0.2275	0	0.2125
"5337"	0.2925	0.3075	0	0.13
"5338"	0.2875	0.275	0.1375	0.1025
"5339"	0.455	0.2025	0.1725	0.15
"5340"	0.355	0.1225	0	0.215
"5341"	0.315	0.035	0.315	0.255
"5342"	0.33	0.0025	0.36	0.135
"5343"	0.4975	0	0.0625	0.5125
"5344"	0.4375	0.175	0	0.6
"5345"	0.435	0.545	0.0075	0.3
"5346"	0.3325	0.1475	0.2725	0.3025
"5347"	0.65	0.335	1	0.73
"5348"	0.3425	0.05	0.46	0.17
"5349"	0.2125	0.0975	0	0.08
"5350"	0.3325	1	0.1975	0.23
"5351"	0.65	0.28	0.01	0.44
"5352"	0.5225	0.05	0.31	0.655
"5353"	0.52	0.3925	0.0875	0.415
"5354"	0.2225	0	0.1	0.08
"5355"	0.3075	0.155	0.2475	0.2625
"5356"	0.7425	0.3775	0.99	0.965
"5357"	0.2	0.245	0.3475	0.0925
"5358"	0.9175	0.24	0.3675	0.8475
"5359"	0.6775	0.3025	0.3175	0.68
"5360"	0.7025	0.9875	0.42	0.8375
"5361"	0.165	0.305	0	0.0625
"5362"	0.095	0.285	0.105	0.1
"5363"	0.52	0.01	0.8375	0.2625
"5364"	0.1425	0.385	0.26	0.1
"5365"	0.6825	0.145	0.415	0.8
"5366"	0.34	0.2225	0.1	0.2375
"5367"	0.3675	0.2875	0.235	0.2425
"5368"	0.1075	0.2025	0	0.1325
"5369"	0.48	0.7	0.2025	0.56
"5370"	0.315	0.1075	0.5725	0.3675
"5371"	0.45	0	0	0.415
"5372"	0.2325	0.0025	0.175	0.1325
"5373"	0.28	0.2725	0.1025	0.1975
"5374"	0.2475	0	0.4225	0.1125
"5375"	0.4975	0.2575	0.36	0.5025
"5376"	0.6825	0.105	0	0.5525
"5377"	0.3225	0.1925	0	0.1725
"5378"	0.365	0.2325	0.2025	0.4725
"5379"	0.2675	0.205	0.1825	0.1625
"5380"	0.3575	0	0.0275	0.155
"5381"	0.555	0.9975	0.6975	0.53
"5382"	0.3975	0	0	0.115
"5383"	0.42	0.23	0.0725	0.2525
"5384"	0.305	0	0.135	0.1025
"5385"	0.3225	0.2475	0.2775	0.16
"5386"	0.745	0.3375	0.495	0.91
"5387"	0.7425	0.075	0	0.7875
"5388"	0.48	1	0.4125	0.6775
"5389"	0.82	0.3125	1	0.77
"5390"	0.5025	0.375	0.21	0.5125
"5391"	0.3	0.4375	0.5025	0.11
"5392"	0.8875	0.44	1	0.9975
"5393"	0.6175	0.36	0.305	0.6675
"5394"	0.5525	0.825	0.21	0.2975
"5395"	0.4125	0	1	0.5075
"5396"	0.2675	0.25	0.3425	0.105
"5397"	0.5375	0.3625	0.08	0.3075
"5398"	0.235	0.2525	0.24	0.0925
"5399"	0.2175	0.24	0.2725	0.09
"5400"	0.4225	0.1725	0.2825	0.255
"5401"	0.3675	0.175	0.8625	0.1
"5402"	0.4825	0	0.165	0.54
"5403"	0.39	0.25	1	0.2025
"5404"	0.9175	1	0	0.93
"5405"	0.495	1	1	0.1525
"5406"	0.1975	0.3925	0.015	0.1675
"5407"	0.5975	0.2625	0.2125	0.885
"5408"	0.1325	0.155	0	0.15
"5409"	0.2275	0.3025	0.185	0.09
"5410"	0.6575	0.455	0.025	0.7475
"5411"	0.41	0.2775	0.03	0.33
"5412"	0.42	0.315	0	0.4425
"5413"	0.315	0.225	0	0.18
"5414"	0.205	0.1425	0.1325	0.105
"5415"	0.275	0	0.1525	0.1975
"5416"	0.1275	0.345	0.06	0.0825
"5417"	0.8025	0.3525	0.335	0.9425
"5418"	0.6625	0	0.345	0.815
"5419"	0.2825	0.015	0.8875	0.2525
"5420"	0.4675	0.3125	0.36	0.1925
"5421"	0.39	0.3275	0.0925	0.415
"5422"	0.42	0.3025	0.2225	0.3775
"5423"	0.41	0.245	0	0.3725
"5424"	0.465	0.175	0.2925	0.595
"5425"	0.2375	0.1125	0	0.1
"5426"	0.7	0.1425	0.0775	0.78
"5427"	0.8225	0.065	0	0.97
"5428"	0.625	0.305	0.6425	0.71
"5429"	0.3925	0.32	0.16	0.25
"5430"	0.4325	0.2875	0.5025	0.545
"5431"	0.8225	0	0.67	0.9575
"5432"	0.485	0.285	0.3875	0.2075
"5433"	0.1875	0.1275	0.0625	0.085
"5434"	0.3375	0.2925	0.4675	0.1425
"5435"	0.635	0.575	0.38	0.9375
"5436"	0.9625	0.3375	0.9775	0.9525
"5437"	0.705	0.335	0	0.8575
"5438"	0.3225	0.19	0.6125	0.08
"5439"	0.4125	0.6325	0.0975	0.1375
"5440"	0.3	0.2	0.185	0.1825
"5441"	0.5875	0.5	0.7225	0.695
"5442"	0.375	0.205	0.1725	0.2
"5443"	0.4925	0.5625	0.4675	0.67
"5444"	0.3225	0.405	1	0.4075
"5445"	0.42	0.135	0.52	0.1825
"5446"	0.265	0.2925	0.02	0.33
"5447"	0.575	0.245	0.1	0.2775
"5448"	0.195	0	0.1925	0.0275
"5449"	0.025	0	0	0.03
"5450"	0.49	0.585	0.2	0.525
"5451"	0.3675	0.255	0.245	0.11
"5452"	0.3025	0.2425	0.34	0.1275
"5453"	0.44	0.85	0.0025	0.425
"5454"	0.7875	0.365	0.0925	0.9325
"5455"	0.7125	0.2	0.99	0.9975
"5456"	0.63	0.37	0.4125	0.8
"5457"	0.4775	0.4025	0	0.7075
"5458"	0.6575	0.31	0.64	0.775
"5459"	0.7225	0.5475	0.7175	0.5975
"5460"	0.785	0.3225	0.325	0.9275
"5461"	0.455	0.0725	0.08	0.435
"5462"	0.42	0.19	0.04	0.35
"5463"	0.545	0.3325	0.3925	0.695
"5464"	0.28	0.005	0.5275	0.145
"5465"	0.1325	0.0825	0	0.15
"5466"	0.135	0.195	0	0.13
"5467"	0.4375	0.38	0.085	0.2625
"5468"	0.145	0.25	0.07	0.1525
"5469"	0.6225	0.2825	0.2525	0.755
"5470"	0.365	0.07	0.315	0.1875
"5471"	0.79	0.26	0	0.64
"5472"	0.275	0.235	0	0.105
"5473"	0.3925	0.2375	0.175	0.2925
"5474"	0.1625	0	0.165	0.115
"5475"	0.335	0.05	0.0675	0.2375
"5476"	0.285	0.1325	0.44	0.09
"5477"	0.255	0	0.1225	0.025
"5478"	0.4425	0.225	0.29	0.3925
"5479"	0.415	0.2375	0.21	0.1325
"5480"	0.245	0.0525	0	0.0925
"5481"	0.4175	0.2375	0.2825	0.23
"5482"	0.765	0.035	0.67	0.885
"5483"	0.7825	0.085	0	0.8675
"5484"	0.925	1	0.3225	0.915
"5485"	0.23	0.0375	0.165	0.2475
"5486"	0.445	0.1875	0	0.6925
"5487"	0.1375	0.01	0	0.16
"5488"	0.83	0.1575	0.715	0.7975
"5489"	0.305	0.2175	0.0725	0.175
"5490"	0.48	0	0.19	0.4125
"5491"	0.27	0.14	0.19	0.09
"5492"	0.3575	0.205	1	0.1175
"5493"	0.6775	1	0.93	0.81
"5494"	0.115	0.0175	0.575	0.18
"5495"	0.3675	0.01	0.4325	0.2625
"5496"	0.8125	0.4175	0.405	0.985
"5497"	0.4325	0	0	0.655
"5498"	0.515	1	0.1775	0.5275
"5499"	0.965	1	0	0.965
"5500"	0.765	0.86	0.3525	0.97
"5501"	0.54	0.075	0	0.2625
"5502"	0.4825	0.305	0.9625	0.34
"5503"	0.3475	0.3075	0.59	0.26
"5504"	0.46	0.34	0.1775	0.395
"5505"	0.78	0.1775	0.275	0.82
"5506"	0.875	0.7025	1	0.7725
"5507"	0.3675	0.185	0	0.2075
"5508"	0.7275	0.1325	0.19	0.695
"5509"	0.625	0.4725	0	0.9775
"5510"	0.61	0.155	0.375	0.635
"5511"	0.3725	0.685	0.1225	0.2625
"5512"	0.4725	0.2475	0.5025	0.4925
"5513"	0.28	0.2425	0.9125	0.095
"5514"	0.465	0.2875	0.3275	0.38
"5515"	0.785	0.2725	0.43	0.9475
"5516"	0.3575	0.1325	0	0.23
"5517"	0.2875	0.305	0.175	0.4275
"5518"	0.54	0.1025	0.2525	0.4025
"5519"	0.0875	0.2325	0	0.1175
"5520"	0.335	0.24	0.815	0.1825
"5521"	0.2975	0	0.265	0.1925
"5522"	0.2175	0.135	0.1925	0.17
"5523"	0.335	0.0525	0.2475	0.11
"5524"	0.5875	0.265	1	0.315
"5525"	0.665	0.345	0.465	0.9325
"5526"	0.6	0.1325	0.375	0.6275
"5527"	0.295	0	0	0.045
"5528"	0.6575	0.255	0.075	0.4975
"5529"	0.4575	0.4825	0.195	0.1925
"5530"	0.475	0.165	0.4125	0.2925
"5531"	0.735	0.35	0.3175	0.9475
"5532"	0.475	0.5275	1	0.755
"5533"	0.15	0.2225	0.245	0.2475
"5534"	0.575	0.625	0.73	0.6075
"5535"	0.3375	1	0.015	0.2575
"5536"	0.11	0.1075	0.0125	0.1275
"5537"	0.2875	0.2725	0.1025	0.3875
"5538"	0.6275	0.3075	0.77	0.715
"5539"	0.6875	0.35	0.3825	0.8225
"5540"	0.745	0.17	0.74	0.9375
"5541"	0.5875	0.4025	1	0.4275
"5542"	0.335	1	0.005	0.445
"5543"	0.3525	0.22	0.24	0.1675
"5544"	0.235	0.0725	0.3075	0.08
"5545"	0.36	0.065	0	0.0025
"5546"	0.4725	0.25	1	0.1525
"5547"	0.2225	0.28	0.0425	0.0775
"5548"	0.4175	0.005	1	0.1975
"5549"	0.3275	0.225	0.2225	0.045
"5550"	0.3675	0.145	0.2325	0.175
"5551"	0.7025	0.4525	0.4075	0.825
"5552"	0.24	0	0	0.1025
"5553"	0.5875	0.3775	0.34	0.8
"5554"	0.97	0.945	0.9725	0.98
"5555"	0.4125	0	0.5775	0.0775
"5556"	0.2525	0.23	0.2075	0.095
"5557"	0.6	0.375	1	0.46
"5558"	0.4625	0.845	0.32	0.5775
"5559"	0.4325	0.195	0.1325	0.4275
"5560"	0.295	0.285	0.11	0.1675
"5561"	0.32	0.23	0.255	0.1275
"5562"	0.585	0.2625	0.5225	0.3675
"5563"	0.71	0.2875	0	0.855
"5564"	0.6925	0.3375	0.6225	0.82
"5565"	0.415	0	0.4075	0.38
"5566"	0.3325	0.095	0.9175	0.1725
"5567"	0.485	0.19	0.135	0.5025
"5568"	0.5625	0.3	0.335	0.7
"5569"	0.3175	0	0.195	0.3175
"5570"	0.4825	0.1225	0.23	0.335
"5571"	0.24	0.2125	0	0.1025
"5572"	0.78	0.6325	0.46	0.9625
"5573"	0.6725	0.23	0.2475	0.6925
"5574"	0.515	0.245	0.4525	0.4175
"5575"	0.2225	0	0.0025	0.0775
"5576"	0.385	0	0.4775	0.3175
"5577"	0.5875	0.1025	0.575	0.4175
"5578"	0.785	0.43	0.24	0.955
"5579"	0.1625	0.4325	0.24	0.0725
"5580"	0.74	0.6325	0.575	0.6075
"5581"	0.42	0.2725	0.2675	0.3925
"5582"	0.39	0.045	0.055	0.305
"5583"	0.21	0.11	0.175	0.0875
"5584"	0.3175	0	0.265	0.18
"5585"	0.53	0.32	0	0.4775
"5586"	0.7175	0.2075	0	0.8375
"5587"	0.1825	0	0.3725	0.1775
"5588"	0.7375	0.065	0.0075	0.8875
"5589"	0.7875	0.6075	0.82	0.93
"5590"	0.3225	0.1825	0.5025	0.155
"5591"	0.9875	0.7875	0.475	0.9925
"5592"	0.5475	0.5725	0.2525	0.5225
"5593"	0.7275	0.165	0.2325	0.935
"5594"	0.3575	0.1925	0.8675	0.21
"5595"	0.225	0	0	0.015
"5596"	0.24	0	0.1625	0.07
"5597"	0.3675	0.0075	0	0.18
"5598"	0.1625	0.235	0	0.155
"5599"	0.7025	0	1	0.895
"5600"	0.3975	0.2125	0.2625	0.0725
"5601"	0.27	0.025	0.1775	0.0625
"5602"	0.2825	0.2025	0	0.4075
"5603"	0.3075	0.315	0.27	0.46
"5604"	0.4575	0.6075	0.2	0.4025
"5605"	0.2275	0.05	0.4175	0.045
"5606"	0.6175	0.0175	0	0.625
"5607"	0.615	0.9775	0.0225	0.63
"5608"	0.4475	0	0.1	0.4275
"5609"	0.195	0.2375	0.1775	0.1325
"5610"	0.54	0	0.29	0.2575
"5611"	0.54	0	0.745	0.47
"5612"	0.51	0.3	0.0825	0.2825
"5613"	0.3325	0.135	0.1625	0.1125
"5614"	0.4275	0.995	0.205	0.47
"5615"	0.2975	0.0975	0.16	0.2125
"5616"	0.9525	1	0	0.96
"5617"	0.375	0	0.2025	0.185
"5618"	0.44	0.3075	0.2375	0.415
"5619"	0.515	0.2875	0.2125	0.5625
"5620"	0.5925	0.2675	0.625	0.6775
"5621"	0.3975	0.69	0	0.2025
"5622"	0.3575	0.79	0	0.085
"5623"	0.9825	0.51	0	0.995
"5624"	0.6625	0.235	0	0.8225
"5625"	0.7225	0.3025	1	0.7075
"5626"	0.8025	0.335	0.4575	0.945
"5627"	0.3475	0	0.315	0.3425
"5628"	0.4725	0.0575	0.3325	0.19
"5629"	0.5275	1	0	0.3525
"5630"	0.455	0.5375	0.275	0.655
"5631"	0.6225	0.3625	0.3525	0.63
"5632"	0.4925	0.5725	0	0.5325
"5633"	0.2375	0.605	0.12	0.09
"5634"	0.6375	0.4925	0.23	0.715
"5635"	0.555	0.315	0	0.5525
"5636"	0.6525	0.7025	1	0.54
"5637"	0.3575	0.3525	0.275	0.255
"5638"	0.2775	0.0825	0.405	0.0675
"5639"	0.2575	0.215	0.2775	0.05
"5640"	0.28	0.265	0	0.155
"5641"	0.6	0.175	0.6	0.6025
"5642"	0.355	0.9925	0.2025	0.51
"5643"	0.1475	0.0775	0.1525	0.03
"5644"	0.305	0	0.2625	0.2075
"5645"	0.0225	0	0	0.0075
"5646"	0.4325	0.1	0.2625	0.0975
"5647"	0.5425	0.44	0.26	0.6
"5648"	0.7525	0.1925	1	0.83
"5649"	0.41	0.145	0.045	0.165
"5650"	0.31	0.2625	0.08	0.18
"5651"	0.2525	0.17	0.395	0.2825
"5652"	0.9125	1	0.62	0.855
"5653"	0.4125	0.27	0.335	0.08
"5654"	0.175	0.245	0	0.165
"5655"	0.3475	0.17	1	0.1475
"5656"	0.6725	0.3475	0.55	0.6575
"5657"	0.3725	0.27	0.325	0.3325
"5658"	0.2775	0.1325	0.235	0.0875
"5659"	0.46	0.06	0.3	0.135
"5660"	0.38	0	1	0.115
"5661"	0.4575	0.5375	0.32	0.27
"5662"	0.4275	0.42	0.2975	0.365
"5663"	0.4725	0.3275	0	0.3525
"5664"	0.365	0.1975	0.005	0.0925
"5665"	0.3125	0.2425	0.9025	0.2825
"5666"	0.135	0	0.7675	0.055
"5667"	0.06	0.3625	0.1425	0.0625
"5668"	0.2275	0.0625	0.955	0.0975
"5669"	0.4525	0.225	0.275	0.4975
"5670"	0.42	0.2225	0	0.2075
"5671"	0.6025	0.8275	1	0.745
"5672"	0.245	0	0.225	0.28
"5673"	0.35	0.1275	0.2425	0.18
"5674"	0.475	0.3175	0.255	0.2
"5675"	0.55	0.2125	0.2525	0.675
"5676"	0.6175	0.89	0	0.415
"5677"	0.235	0.145	0.9575	0.125
"5678"	0.4025	0	0.0525	0.1175
"5679"	0.9225	0.2825	0.3725	0.9025
"5680"	0.665	0.785	0	0.42
"5681"	0.1525	0.2525	0.2225	0.0825
"5682"	0.175	0	0	0.3375
"5683"	0.7475	0.31	1	0.82
"5684"	0.265	0.025	0.0675	0.065
"5685"	0.52	0.6125	0.29	0.4025
"5686"	0.265	0.1275	0.295	0.26
"5687"	0.675	0.2275	1	0.5925
"5688"	0.1975	0.4075	0.2725	0.1125
"5689"	0.5275	0.3175	0.275	0.5225
"5690"	0.3775	0.2025	0.1975	0.145
"5691"	0.35	0	0.7175	0.3025
"5692"	0.2525	0.0125	0.8675	0.0825
"5693"	0.25	0.41	0.2775	0.1125
"5694"	0.4725	0.0625	0.29	0.695
"5695"	0.7075	0.3475	0.1825	0.845
"5696"	0.62	0.235	0.115	0.6475
"5697"	0.8675	0.295	0.9175	0.975
"5698"	0.415	0.2575	0	0.2725
"5699"	0.4575	1	0.1525	0.4525
"5700"	0.3475	0.2275	0.0975	0.195
"5701"	0.31	0.2625	0.0425	0.14
"5702"	0.3125	0.115	0.22	0.0825
"5703"	0.7825	0.31	0.6675	0.72
"5704"	0.3525	0.185	0.8875	0.22
"5705"	0.23	0.025	0.1275	0.0625
"5706"	0.4975	0.0375	0.6225	0.655
"5707"	0.5775	0.1	0	0.345
"5708"	0.8075	0.695	0.3825	0.955
"5709"	0.8125	0.9675	0.1675	0.9925
"5710"	0.815	1	0.505	0.965
"5711"	0.7125	0.005	0.5125	0.755
"5712"	0.9225	0.2175	0.5975	0.86
"5713"	0.3225	0.255	0.33	0.19
"5714"	0.2625	0	0.29	0.1475
"5715"	0.865	0.45	0.4625	0.965
"5716"	0.445	0	0.055	0.3975
"5717"	0.6075	0.43	0.255	0.73
"5718"	0.44	0	0.165	0.3075
"5719"	0.3175	0.14	0.21	0.1975
"5720"	0.57	0.235	0.8025	0.3675
"5721"	0.2675	0.235	0.14	0.2275
"5722"	0.8075	0.065	0.5725	0.8675
"5723"	0.3025	0.1025	0	0.11
"5724"	0.12	0.2125	0.33	0.0675
"5725"	0.3375	0.4975	0.415	0.15
"5726"	0.755	0.585	0.39	0.7275
"5727"	0.3775	0.65	0	0.3575
"5728"	0.25	0.295	0	0.0825
"5729"	0.285	0	0.1775	0.1
"5730"	0.4225	0	0.0825	0.37
"5731"	0.4275	0.28	0.1075	0.3725
"5732"	0.3325	0.2525	0.0375	0.0975
"5733"	0.4675	0.0125	0	0.35
"5734"	0.68	0.065	0.3425	0.805
"5735"	0.955	1	0.4425	0.9075
"5736"	0.3575	0.24	0.9225	0.2525
"5737"	0.2675	0.2175	0.3225	0.09
"5738"	0.625	0.18	0.32	0.695
"5739"	0.8075	1	0.5325	0.7425
"5740"	0.7825	0.355	0.65	0.94
"5741"	0.34	1	0.3025	0.295
"5742"	0.3625	0.2775	0.18	0.2625
"5743"	0.205	0.25	0	0.055
"5744"	0.2225	0.19	0.4225	0.2775
"5745"	0.6325	0	0.4175	0.9425
"5746"	0.335	0.2625	0.43	0.12
"5747"	0.4275	0.2375	0.3	0.39
"5748"	0.1175	0.1775	0	0.1475
"5749"	0.155	0.2825	0.2775	0.125
"5750"	0.2375	0.305	0.28	0.16
"5751"	0.47	1	0.31	0.305
"5752"	0.59	0.065	0.3575	0.675
"5753"	0.4375	0.2475	0.025	0.3425
"5754"	0.685	0.33	0.295	0.7025
"5755"	0.625	0.405	1	0.3925
"5756"	0.73	0.2825	0.46	0.9325
"5757"	0.1475	0.3125	0.715	0.135
"5758"	0.185	0.5775	0.2425	0.195
"5759"	0.2925	0.02	0	0.065
"5760"	0.2825	0.3875	0.015	0.4025
"5761"	0.65	0.585	0.37	0.93
"5762"	0.295	0	0.2575	0.1075
"5763"	0.54	0	0.545	0.53
"5764"	0.94	0.205	0.4275	0.915
"5765"	0.485	0.0925	0	0.22
"5766"	0.615	0.5375	0.3675	0.67
"5767"	0.23	0.035	0.2425	0.0625
"5768"	0.7825	0.1275	1	0.9375
"5769"	0.6425	0.13	0.2875	0.5125
"5770"	0.2275	0.0475	0	0.1225
"5771"	0.355	0.33	1	0.18
"5772"	0.425	1	0.025	0.4975
"5773"	0.775	0.0125	0.0825	0.885
"5774"	0.2675	0.26	0.5375	0.1925
"5775"	0.2775	0.27	0	0.1775
"5776"	0.3025	0.59	0.0375	0.115
"5777"	0.3225	0	0.0225	0.0975
"5778"	0.38	0.71	0	0.0825
"5779"	0.66	0.2925	0.3375	0.4425
"5780"	0.2825	0.19	0.185	0.2425
"5781"	0.39	0.1425	0.335	0.3225
"5782"	0.29	0.2525	0.01	0.345
"5783"	0.665	1	1	0.5625
"5784"	0.2125	0	0.06	0.03
"5785"	0.2675	0.205	0.19	0.08
"5786"	0.5775	0.165	0.145	0.745
"5787"	0.4175	0	0.06	0.275
"5788"	0.3575	0.155	0.435	0.07
"5789"	0.4425	0.225	0.205	0.2125
"5790"	0.5625	0.2325	0	0.5425
"5791"	0.3025	0	0.3375	0.4975
"5792"	0.665	0	0.3025	0.9675
"5793"	0.6775	0.42	0.375	0.75
"5794"	0.7025	0.155	0.1675	0.735
"5795"	0.175	0.215	0	0.155
"5796"	0.4275	0	0.1825	0.1525
"5797"	0.2375	0.235	0.5525	0.1125
"5798"	0.445	0.4	0.305	0.1475
"5799"	0.26	0.335	0.0475	0.0675
"5800"	0.2125	0	0	0.0675
"5801"	0.745	0.43	0.4825	0.9875
"5802"	0.7325	0.23	0	0.6225
"5803"	0.5625	1	0	0.82
"5804"	0.4425	0.7925	0.0075	0.5875
"5805"	0.6875	0.19	0.225	0.48
"5806"	0.29	0.2925	0	0.3125
"5807"	0.42	1	0.165	0.1425
"5808"	0.6125	0.735	0.6925	0.8825
"5809"	0.4325	0.335	1	0.24
"5810"	0.7125	0.4175	0	0.795
"5811"	0.2075	0.5025	0.27	0.1475
"5812"	0.125	0.585	0	0.2425
"5813"	0.3725	0.1425	0.5425	0.3125
"5814"	0.2775	0.15	0.345	0.2675
"5815"	0.4075	0.245	0.1575	0.1675
"5816"	0.6975	0	0.1525	0.7775
"5817"	0.75	0.3275	1	0.61
"5818"	0.88	0.975	0.4275	0.825
"5819"	0.3825	0.25	0.0425	0.5625
"5820"	0.505	0.2175	1	0.4675
"5821"	0.535	0.03	0.1625	0.75
"5822"	0.8075	0.32	0.2525	0.95
"5823"	0.2775	0.265	0.47	0.1225
"5824"	0.745	0.35	0.6475	0.85
"5825"	0.29	0.46	0	0.1875
"5826"	0.96	1	0.155	0.92
"5827"	0.8275	0.4425	1	0.99
"5828"	0.4975	0.2325	0.9775	0.3475
"5829"	0.725	0	0	0.7175
"5830"	0.2825	0.2075	0.305	0.365
"5831"	0.3325	0.3	0.22	0.225
"5832"	0.5875	0.7325	0.3275	0.6875
"5833"	0.565	0.7375	0.9375	0.6075
"5834"	0.395	0.0775	0.9575	0.235
"5835"	0.285	0.2025	0.34	0.1225
"5836"	0.5	1	0.275	0.3225
"5837"	0.7825	1	0.0175	0.9725
"5838"	0.4575	0.185	0.8725	0.2575
"5839"	0.4825	0.31	0.315	0.7
"5840"	0.4725	0	0.3575	0.2475
"5841"	0.4425	0.22	0.285	0.25
"5842"	0.545	0.435	0.09	0.5825
"5843"	0.8425	0.235	0	0.9175
"5844"	0.8125	0.405	0.9825	0.74
"5845"	0.77	0.385	0	0.6775
"5846"	0.3075	0	0.2	0.1225
"5847"	0.475	0.3725	0.1525	0.415
"5848"	0.7375	0.335	0	0.85
"5849"	0.3425	0.39	0	0.0875
"5850"	0.25	0.1575	0.15	0.0725
"5851"	0.3	0.1925	0.08	0.0875
"5852"	0.265	0	0	0.3475
"5853"	0.435	0.22	0.99	0.25
"5854"	0.385	0.365	0.1475	0.0875
"5855"	0.5125	0.1175	0.065	0.4675
"5856"	0.375	1	0.2875	0.2
"5857"	0.8	0.1625	0	0.925
"5858"	0.4475	0.2425	0.3175	0.295
"5859"	0.845	0.115	0.67	0.98
"5860"	0.43	0.64	0.1575	0.2625
"5861"	0.765	0.425	0.3675	0.9675
"5862"	0.1475	0	0	0.2175
"5863"	0.545	0.1925	0.155	0.6
"5864"	0.4925	0.345	0.145	0.205
"5865"	0.8025	0.2525	0.05	0.975
"5866"	0.585	0.2675	0.225	0.665
"5867"	0.2675	0.6575	0.2175	0.1125
"5868"	0.49	0.295	0.3925	0.3275
"5869"	0.2675	0.0075	0.5325	0.1075
"5870"	0.2675	0.4625	0.1375	0.0825
"5871"	0.82	0.1575	1	0.77
"5872"	0.79	0.355	0	0.7
"5873"	0.725	0.0825	0.3375	0.55
"5874"	0.3475	0	0.03	0.13
"5875"	0.4875	1	0.42	0.4275
"5876"	0.3825	0.645	0.3325	0.1025
"5877"	0.295	0.195	0.2525	0.165
"5878"	0.2775	0.0825	0.235	0.09
"5879"	0.33	0	0.2675	0.175
"5880"	0.4275	0.0575	0.9475	0.22
"5881"	0.605	0.27	0.53	0.6675
"5882"	0.855	0.4375	0.545	0.7575
"5883"	0.75	0.2875	0.3475	0.915
"5884"	0.605	0.27	0.2175	0.5725
"5885"	0.34	0.0525	0.325	0.21
"5886"	0.6225	0.3	0.01	0.6875
"5887"	0.685	0	0.945	0.66
"5888"	0.37	0.205	0.205	0.2475
"5889"	0.845	0.465	0.075	0.9175
"5890"	0.5	0.5375	0	0.2125
"5891"	0.3225	1	0.1125	0.1375
"5892"	0.5425	0	0.0075	0.44
"5893"	0.47	0.425	0	0.255
"5894"	0.285	0.265	0.17	0.0725
"5895"	0.4175	0.2525	1	0.395
"5896"	0.435	0	0.4	0.75
"5897"	0.67	0	0.285	0.9525
"5898"	0.1625	0.2375	0.02	0.0875
"5899"	0.82	0.365	0.315	0.9575
"5900"	0.6475	0.2025	0.135	0.75
"5901"	0.365	0.265	1	0.045
"5902"	0.0875	0.1675	0	0.065
"5903"	0.2925	0.6075	0.02	0.1675
"5904"	0.4075	0.3775	0.3025	0.135
"5905"	0.8725	0.2525	0.3325	0.9725
"5906"	0.5225	0.285	0	0.745
"5907"	0.1125	0.2275	0	0.1375
"5908"	0.555	0	0	0.8075
"5909"	0.12	0	0	0.045
"5910"	0.0725	0	0	0.0225
"5911"	0.4075	0	0	0.365
"5912"	0.835	0.755	0.365	0.9625
"5913"	0.6475	0.3825	0.6275	0.7775
"5914"	0.6575	0.34	0.5075	0.8625
"5915"	0.565	0.3225	0.2	0.53
"5916"	0.35	0	0.0625	0.12
"5917"	0.8875	0.4225	0.3225	0.995
"5918"	0.635	0.415	0.345	0.6075
"5919"	0.3175	0.12	0.185	0.0825
"5920"	0.455	0	0.52	0.1125
"5921"	0.4575	0.2475	0.94	0.34
"5922"	0.275	0.1225	0.32	0.075
"5923"	0.2325	0.055	0	0.0825
"5924"	0.7425	0.515	0.81	0.89
"5925"	0.2525	0.1475	0	0.055
"5926"	0.135	0	0.6575	0.1975
"5927"	0.3975	0.1925	1	0.38
"5928"	0.5475	0	1	0.6475
